ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
599,Island of Mozambique,Africa,Mozambique,"Lat: -15.03417, Lon: 40.73583",1991,0,,,Cultural,0,mz,moz," The fortified city of Mozambique is located on this island, a former Portuguese trading-post on the route to India. Its remarkable architectural unity is due to the consistent use, since the 16th century, of the same building techniques, building materials (stone or <em>macuti</em>) and decorative principles. "
1444,Pyu Ancient Cities,Asia and the Pacific,Myanmar,"Lat: 22.47, Lon: 95.81861111",2014,0,,,Cultural,5809,mm,mmr," Pyu Ancient Cities includes the remains of three brick, walled and moated cities of Halin, Beikthano and Sri Ksetra located in vast irrigated landscapes in the dry zone of the Ayeyarwady (Irrawaddy) River basin. They reflect the Pyu Kingdoms that flourished for over 1,000 years between 200 BC and AD 900. The three cities are partly excavated archaeological sites. Remains include excavated palace citadels, burial grounds and manufacture sites, as well as monumental brick Buddhist stupas, partly standing walls and water management features – some still in use – that underpinned the organized intensive agriculture. "
1588,Bagan,Asia and the Pacific,Myanmar,"Lat: 21.14888889, Lon: 94.88444444",2019,0,,,Cultural,5005.49,mm,mmr,"Lying on a bend of the Ayeyarwady River in the central plain of Myanmar, Bagan is a sacred landscape, featuring an exceptional range of Buddhist art and architecture. The site’s eight components include numerous temples, stupas, monasteries and places of pilgrimage, as well as archaeological remains, frescoes and sculptures. The property bears spectacular testimony to the peak of Bagan civilization (11th–13th centuries CE), when the site was the capital of a regional empire. This ensemble of monumental architecture reflects the strength of religious devotion of an early Buddhist empire."
1255,Twyfelfontein or /Ui-//aes,Africa,Namibia,"Lat: -20.59558333, Lon: 14.37258333",2007,0,,,Cultural,57.4269,na,nam," Twyfelfontein or /Ui-//aes has one of the largest concentrations of [...] petroglyphs, i.e. rock engravings in Africa. Most of these well-preserved engravings represent rhinoceros, . The site also includes six painteelephant, ostrich and giraffe, as well as drawings of human and animal footprintsd rock shelters with motifs of human figures in red ochre. The objects excavated from two sections, date from the Late Stone Age. The site forms a coherent, extensive and high-quality record of ritual practices relating to hunter-gatherer communities in this part of southern Africa over at least 2,000 years, and eloquently illustrates the links between the ritual and economic practices of hunter-gatherers. "
1430,Namib Sand Sea,Africa,Namibia,"Lat: -24.88527778, Lon: 15.40777778",2013,0,,,Natural,3077700,na,nam," Namib Sand Sea&nbsp;is the only coastal desert in the world that includes extensive dune fields influenced by fog. Covering an area of over three million hectares and a buffer zone of 899,500 hectares, the site is composed of two dune systems, an ancient semi-consolidated one overlain by a younger active one. The desert dunes are formed by the transportation of materials thousands of kilometres from the hinterland, that are carried by river, ocean current and wind. It features gravel plains, coastal flats, rocky hills, inselbergs within the sand sea, a coastal lagoon and ephemeral rivers, resulting in a landscape of exceptional beauty. Fog is the primary source of water in the site, accounting for a unique environment in which&nbsp; endemic invertebrates, reptiles and mammals adapt to an ever-changing variety of microhabitats and ecological niches. "
120,Sagarmatha National Park,Asia and the Pacific,Nepal,"Lat: 27.96528, Lon: 86.91306",1979,0,,,Natural,124400,np,npl," Sagarmatha is an exceptional area with dramatic mountains, glaciers and deep valleys, dominated by Mount Everest, the highest peak in the world (8,848 m). Several rare species, such as the snow leopard and the lesser panda, are found in the park. The presence of the Sherpas, with their unique culture, adds further interest to this site. "
121,Kathmandu Valley ,Asia and the Pacific,Nepal,"Lat: 27.70395, Lon: 85.30858",1979,0,,2007,Cultural,167.37,np,npl," The cultural heritage of the Kathmandu Valley is illustrated by seven groups of monuments and buildings which display the full range of historic and artistic achievements for which the Kathmandu Valley is world famous. The seven include the Durbar Squares of Hanuman Dhoka (Kathmandu), Patan and Bhaktapur, the Buddhist stupas of Swayambhu and Bauddhanath and the Hindu temples of Pashupati and Changu Narayan. "
284,Chitwan National Park,Asia and the Pacific,Nepal,"Lat: 27.5, Lon: 84.33333",1984,0,,,Natural,93200,np,npl," At the foot of the Himalayas, Chitwan is one of the few remaining undisturbed vestiges of the 'Terai' region, which formerly extended over the foothills of India and Nepal. It has a particularly rich flora and fauna. One of the last populations of single-horned Asiatic rhinoceros lives in the park, which is also one of the last refuges of the Bengal tiger. "
666,"Lumbini, the Birthplace of the Lord Buddha",Asia and the Pacific,Nepal,"Lat: 27.46889, Lon: 83.27611",1997,0,,,Cultural,1.95,np,npl," Siddhartha Gautama, the Lord Buddha, was born in 623 B.C. in the famous gardens of Lumbini, which soon became a place of pilgrimage. Among the pilgrims was the Indian emperor Ashoka, who erected one of his commemorative pillars there. The site is now being developed as a Buddhist pilgrimage centre, where the archaeological remains associated with the birth of the Lord Buddha form a central feature. "
739,Schokland and Surroundings,Europe and North America,Netherlands,"Lat: 52.63861111, Lon: 5.771666667",1995,0,,,Cultural,1306,nl,nld," Schokland was a peninsula that by the 15th century had become an island. Occupied and then abandoned as the sea encroached, it had to be evacuated in 1859. But following the draining of the Zuider Zee, it has, since the 1940s, formed part of the land reclaimed from the sea. Schokland has vestiges of human habitation going back to prehistoric times. It symbolizes the heroic, age-old struggle of the people of the Netherlands against the encroachment of the waters. "
759,Defence Line of Amsterdam,Europe and North America,Netherlands,"Lat: 52.37444444, Lon: 4.893055556",1996,0,,,Cultural,17576,nl,nld," Extending 135 km around the city of Amsterdam, this defence line (built between 1883 and 1920) is the only example of a fortification based on the principle of controlling the waters. Since the 16th century, the people of the Netherlands have used their expert knowledge of hydraulic engineering for defence purposes. The centre of the country was protected by a network of 45 armed forts, acting in concert with temporary flooding from polders and an intricate system of canals and locks. "
818,Mill Network at Kinderdijk-Elshout,Europe and North America,Netherlands,"Lat: 51.8825, Lon: 4.649444444",1997,0,,,Cultural,322,nl,nld," The outstanding contribution made by the people of the Netherlands to the technology of handling water is admirably demonstrated by the installations in the Kinderdijk-Elshout area. Construction of hydraulic works for the drainage of land for agriculture and settlement began in the Middle Ages and have continued uninterruptedly to the present day. The site illustrates all the typical features associated with this technology – dykes, reservoirs, pumping stations, administrative buildings and a series of beautifully preserved windmills. "
819,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",Europe and North America,Netherlands,"Lat: 12.10194, Lon: -68.90222",1997,0,,,Cultural,86,nl,nld, The people of the Netherlands established a trading settlement at a fine natural harbour on the Caribbean island of Curaçao in 1634. The town developed continuously over the following centuries. The modern town consists of several distinct historic districts whose architecture reflects not only European urban-planning concepts but also styles from the Netherlands and from the Spanish and Portuguese colonial towns with which Willemstad engaged in trade. 
867,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Europe and North America,Netherlands,"Lat: 52.84583, Lon: 5.67889",1998,0,,,Cultural,7.32,nl,nld, The Wouda Pumping Station at Lemmer in the province of Friesland opened in 1920. It is the largest steam-pumping station ever built and is still in operation. It represents the high point of the contribution made by Netherlands engineers and architects in protecting their people and land against the natural forces of water. 
899,Droogmakerij de Beemster (Beemster Polder),Europe and North America,Netherlands,"Lat: 52.54888889, Lon: 4.911111111",1999,0,,,Cultural,7208,nl,nld," The Beemster Polder, dating from the early 17th century, is is an exceptional example of reclaimed land in the Netherlands. It has preserved intact its well-ordered landscape of fields, roads, canals, dykes and settlements, laid out in accordance with classical and Renaissance planning principles. "
965,Rietveld Schröderhuis (Rietveld Schröder House),Europe and North America,Netherlands,"Lat: 52.08533333, Lon: 5.147555556",2000,0,,,Cultural,0.0075,nl,nld," The Rietveld Schröder House in Utrecht was commissioned by Ms Truus Schröder-Schräder, designed by the architect Gerrit Thomas Rietveld, and built in 1924. This small family house, with its interior, the flexible spatial arrangement, and the visual and formal qualities, was a manifesto of the ideals of the De Stijl group of artists and architects in the Netherlands in the 1920s, and has since been considered one of the icons of the Modern Movement in architecture. "
1349,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,Europe and North America,Netherlands,"Lat: 52.365, Lon: 4.887777778",2010,0,,,Cultural,198.2,nl,nld," The historic urban ensemble of the canal district of Amsterdam was a project for a new ‘port city’ built at the end of the 16th and beginning of the 17th centuries. It comprises a network of canals to the west and south of the historic old town and the medieval port that encircled the old town and was accompanied by the repositioning inland of the city’s fortified boundaries, the Singelgracht. This was a long-term programme that involved extending the city by draining the swampland, using a system of canals in concentric arcs and filling in the intermediate spaces. These spaces allowed the development of a homogeneous urban ensemble including gabled houses and numerous monuments. This urban extension was the largest and most homogeneous of its time. It was a model of large-scale town planning, and served as a reference throughout the world until the 19th century. "
1441,Van Nellefabriek,Europe and North America,Netherlands,"Lat: 51.92333333, Lon: 4.418333333",2014,0,,,Cultural,6.94,nl,nld," Van Nellefabriek was designed and built in the 1920s on the banks of a canal in the Spaanse Polder industrial zone north-west of Rotterdam. The site is one of the icons of 20th-century industrial architecture, comprising a complex of factories, with fa&ccedil;ades consisting essentially of steel and glass, making large-scale use of the curtain wall principle. It was conceived as an &lsquo;ideal factory&rsquo;, open to the outside world, whose interior working spaces evolved according to need, and in which daylight was used to provide pleasant working conditions. It embodies the new kind of factory that became a symbol of the modernist and functionalist culture of the inter-war period and bears witness to the long commercial and industrial history of the Netherlands in the field of importation and processing of food products from tropical countries, and their industrial processing for marketing in Europe. "
421,Tongariro National Park,Asia and the Pacific,New Zealand,"Lat: -39.29083333, Lon: 175.5622222",1990,0,,,Mixed,79596,nz,nzl," In 1993 Tongariro became the first property to be inscribed on the World Heritage List under the revised criteria describing cultural landscapes. The mountains at the heart of the park have cultural and religious significance for the Maori people and symbolize the spiritual links between this community and its environment. The park has active and extinct volcanoes, a diverse range of ecosystems and some spectacular landscapes. "
551,Te Wahipounamu – South West New Zealand,Asia and the Pacific,New Zealand,"Lat: -45.03602778, Lon: 167.3196111",1990,0,,,Natural,2600000,nz,nzl," The landscape in this park, situated in south-west New Zealand, has been shaped by successive glaciations into fjords, rocky coasts, towering cliffs, lakes and waterfalls. Two-thirds of the park is covered with southern beech and podocarps, some of which are over 800 years old. The kea, the only alpine parrot in the world, lives in the park, as does the rare and endangered takahe, a large flightless bird. "
877,New Zealand Sub-Antarctic Islands,Asia and the Pacific,New Zealand,"Lat: -50.75, Lon: 166.1044444",1998,0,,,Natural,76458,nz,nzl," The New Zealand Sub-Antarctic Islands consist of five island groups (the Snares, Bounty Islands, Antipodes Islands, Auckland Islands and Campbell Island) in the Southern Ocean south-east of New Zealand. The islands, lying between the Antarctic and Subtropical Convergences and the seas, have a high level of productivity, biodiversity, wildlife population densities and endemism among birds, plants and invertebrates. They are particularly notable for the large number and diversity of pelagic seabirds and penguins that nest there. There are 126 bird species in total, including 40 seabirds of which five breed nowhere else in the world. "
613,Ruins of León Viejo,Latin America and the Caribbean,Nicaragua,"Lat: 12.39722, Lon: -86.61028",2000,0,,,Cultural,31.87,ni,nic," Le&oacute;n Viejo is one of the oldest Spanish colonial settlements in the Americas. It did not develop and so its ruins are outstanding testimony to the social and economic structures of the Spanish Empire in the 16th century. Moreover, the site has immense archaeological potential. "
1236,León Cathedral,Latin America and the Caribbean,Nicaragua,"Lat: 12.435, Lon: -86.87805556",2011,0,,,Cultural,0.77,ni,nic," Built between 1747 and the early 19th century to the design of Guatemalan architect Diego Jos&eacute; de Porres Esquivel, the monument expresses the transition from Baroque to Neoclassical architecture and its style can be considered to be eclectic. The Cathedral is characterized by the sobriety of its interior decoration and the abundance of natural light. The vault of the Sanctuary, however, presents rich ornamentation. The Cathedral houses important works of art including a wooden Flemish altarpiece, and paintings of the 14 stations of the Way of the Cross by Nicaraguan artist Antonio Sarria (late 19th and early 20th centuries). "
573,Air and Ténéré Natural Reserves,Africa,Niger,"Lat: 18.0, Lon: 9.0",1991,1,1992,,Natural,7736000,ne,ner," This is the largest protected area in Africa, covering some 7.7 million ha, though the area considered a protected sanctuary constitutes only one-sixth of the total area. It includes the volcanic rock mass of the Aïr, a small Sahelian pocket, isolated as regards its climate and flora and fauna, and situated in the Saharan desert of Ténéré. The reserves boast an outstanding variety of landscapes, plant species and wild animals. "
1268,Historic Centre of Agadez,Africa,Niger,"Lat: 16.97361111, Lon: 7.991388889",2013,0,,,Cultural,77.6,ne,ner," Known as the gateway to the desert, Agadez, on the southern edge of the Sahara desert, developed in the 15<span>th</span>&nbsp;and 16<span>th</span>&nbsp;centuries when the Sultanate of A&iuml;r was established&nbsp; and Touareg tribes were sedentarized in the city, respecting the boundaries of old encampments, which gave rise to a street pattern still in place today. The historic centre of the city, an important crossroads of the caravan trade, is divided into 11 quarters with irregular shapes. They contain numerous earthen dwellings and a well-preserved group of palatial and religious buildings including a 27m high&nbsp; minaret made entirely of mud brick, the highest such structure in the world.&nbsp; The site is marked by ancestral cultural, commercial and handicraft traditions still practiced today and presents exceptional and sophisticated examples of earthen architecture. "
938,Sukur Cultural Landscape,Africa,Nigeria,"Lat: 10.74056, Lon: 13.57194",1999,0,,,Cultural,764.4,ng,nga," The Sukur Cultural Landscape, with the Palace of the Hidi (Chief) on a hill dominating the villages below, the terraced fields and their sacred symbols, and the extensive remains of a former flourishing iron industry, is a remarkably intact physical expression of a society and its spiritual and material culture. "
1118,Osun-Osogbo Sacred Grove,Africa,Nigeria,"Lat: 7.75556, Lon: 4.55222",2005,0,,,Cultural,75,ng,nga," The dense forest of the Osun Sacred Grove, on the outskirts of the city of Osogbo, is one of the last remnants of primary high forest in southern Nigeria. Regarded as the abode of the goddess of fertility Osun, one of the pantheon of Yoruba gods, the landscape of the grove and its meandering river is dotted with sanctuaries and shrines, sculptures and art works in honour of Osun and other deities. The sacred grove, which is now seen as a symbol of identity for all Yoruba people, is probably the last in Yoruba culture. It testifies to the once widespread practice of establishing sacred groves outside all settlements. "
55,Røros Mining Town and the Circumference,Europe and North America,Norway,"Lat: 62.57388889, Lon: 11.38555556",1980,0,,,Cultural,16510,no,nor," Røros Mining Town and the Circumference is linked to the copper mines, established in the 17th century and exploited for 333 years until 1977. The site comprises the Town and its industrial-rural cultural landscapes; Femundshytta, a smelter with its associated area; and the Winter Transport Route. Completely rebuilt after its destruction by Swedish troops in 1679, Røros contains about 2000 wooden one- and two-storey houses and a smelting house. Many of these buildings have preserved their blackened wooden façades, giving the town a medieval appearance. Surrounded by a buffer zone, coincident with the area of privileges (the Circumference) granted to the mining enterprise by the Danish-Norwegian Crown (1646), the property illustrates the establishment and flourishing of a lasting culture based on copper mining in a remote region with a harsh climate. "
58,Urnes Stave Church,Europe and North America,Norway,"Lat: 61.3, Lon: 7.33333",1979,0,,,Cultural,0.21,no,nor," The wooden church of Urnes (the <em>stavkirke</em>) stands in the natural setting of Sogn og Fjordane. It was built in the 12th and 13th centuries and is an outstanding example of traditional Scandinavian wooden architecture. It brings together traces of Celtic art, Viking traditions and Romanesque spatial structures. "
59,Bryggen,Europe and North America,Norway,"Lat: 60.39722, Lon: 5.32306",1979,0,,,Cultural,1.196,no,nor," Bryggen, the old wharf of Bergen, is a reminder of the town’s importance as part of the Hanseatic League’s trading empire from the 14th to the mid-16th century. Many fires, the last in 1955, have ravaged the characteristic wooden houses of Bryggen. Its rebuilding has traditionally followed old patterns and methods, thus leaving its main structure preserved, which is a relic of an ancient wooden urban structure once common in Northern Europe. Today, some 62 buildings remain of this former townscape. "
352,Rock Art of Alta,Europe and North America,Norway,"Lat: 69.95, Lon: 23.18333",1985,0,,,Cultural,53.59,no,nor," This group of petroglyphs in the Alta Fjord, near the Arctic Circle, bears the traces of a settlement dating from c. 4200 to 500 B.C. The thousands of paintings and engravings add to our understanding of the environment and human activities on the fringes of the Far North in prehistoric times. "
1143,Vegaøyan – The Vega Archipelago,Europe and North America,Norway,"Lat: 65.61667, Lon: 11.75",2004,0,,,Cultural,107294,no,nor," A cluster of dozens of islands centred on Vega, just south of the Arctic Circle, forms a cultural landscape of 107,294 ha, of which 6,881 ha is land. The islands bear testimony to a distinctive frugal way of life based on fishing and the harvesting of the down of eider ducks, in an inhospitable environment. There are fishing villages, quays, warehouses, eider houses (built for eider ducks to nest in), farming landscapes, lighthouses and beacons. There is evidence of human settlement from the Stone Age onwards. By the 9th century, the islands had become an important centre for the supply of down, which appears to have accounted for around a third of the islanders’ income. The Vega Archipelago reflects the way fishermen/farmers have, over the past 1,500 years, maintained a sustainable living and the contribution of women to eiderdown harvesting. "
1195,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Europe and North America,Norway,"Lat: 62.11667, Lon: 7.16667",2005,0,,,Natural,0,no,nor," Situated in south-western Norway, north-east of Bergen, Geirangerfjord and N&aelig;r&oslash;yfjord, set 120 km from one another, are part of the west Norwegian fjord landscape, which stretches from Stavanger in the south to Andalsnes, 500 km to the north-east. The two fjords, among the world&rsquo;s longest and deepest, are considered as archetypical fjord landscapes and among the most scenically outstanding anywhere. Their exceptional natural beauty is derived from their narrow and steep-sided crystalline rock walls that rise up to 1,400 m from the Norwegian Sea and extend 500 m below sea level. The sheer walls of the fjords have numerous waterfalls while free-flowing rivers cross their deciduous and coniferous forests to glacial lakes, glaciers and rugged mountains. The landscape features a range of supporting natural phenomena, both terrestrial and marine, such as submarine moraines and marine mammals. "
1486,Rjukan-Notodden Industrial Heritage Site,Europe and North America,Norway,"Lat: 59.87861111, Lon: 8.593611111",2015,0,,,Cultural,4959.5,no,nor," <span>Located in a dramatic landscape of mountains, waterfalls and river valleys, the site comprises hydroelectric power plants, transmission lines, factories, transport systems and towns. The complex was established by the Norsk-Hydro Company to manufacture artificial fertilizer from nitrogen in the air. It was built to meet the Western world’s growing demand for agricultural production in the early 20</span><sup>th</sup><span> century. The company towns of Rjukan and Notodden show workers’ accommodation and social institutions linked by rail and ferry to ports where the fertilizer was loaded. The Rjukan-Notodden site manifests an exceptional combination of industrial assets and themes associated to the natural landscape. It stands out as an example of a new global industry in the early 20</span><sup>th</sup><span> century.</span> "
433,Bahla Fort,Arab States,Oman,"Lat: 22.96417, Lon: 57.30111",1987,0,,2004,Cultural,0,om,omn," The oasis of Bahla owes its prosperity to the Banu Nebhan, the dominant tribe in the area from the 12th to the end of the 15th century. The ruins of the immense fort, with its walls and towers of unbaked brick and its stone foundations, is a remarkable example of this type of fortification and attests to the power of the Banu Nebhan. "
434,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Arab States,Oman,"Lat: 23.26986, Lon: 56.745",1988,0,,,Cultural,0,om,omn," The protohistoric site of Bat lies near a palm grove in the interior of the Sultanate of Oman. Together with the neighbouring sites, it forms the most complete collection of settlements and necropolises from the 3rd millennium B.C. in the world. "
1010,Land of Frankincense,Arab States,Oman,"Lat: 18.25333, Lon: 53.64759",2000,0,,,Cultural,849.88,om,omn," The frankincense trees of Wadi Dawkah and the remains of the caravan oasis of Shisr/Wubar and the affiliated ports of Khor Rori and Al-Baleed vividly illustrate the trade in frankincense that flourished in this region for many centuries, as one of the most important trading activities of the ancient and medieval world. "
1207,<i>Aflaj</i> Irrigation Systems of Oman,Arab States,Oman,"Lat: 22.99888889, Lon: 57.53605556",2006,0,,,Cultural,1455.949,om,omn," The property includes five <em>aflaj</em> irrigation systems and is representative of some 3,000 such systems still in use in Oman. The origins of this system of irrigation may date back to AD 500, but archaeological evidence suggests that irrigation systems existed in this extremely arid area as early as 2500 BC. Using gravity, water is channelled from underground sources or springs to support agriculture and domestic use. The fair and effective management and sharing of water in villages and towns is still underpinned by mutual dependence and communal values and guided by astronomical observations. Numerous watchtowers built to defend the water systems form part of the site reflecting the historic dependence of communities on the <em>aflaj</em> system. Threatened by falling level of the underground water table, the <em>aflaj</em> represent an exceptionally well-preserved form of land use. "
1537,Ancient City of Qalhat,Arab States,Oman,"Lat: 22.69522222, Lon: 59.37811111",2018,0,,,Cultural,75.82,om,omn," The property, which is located on the east coast of the Sultanate of Oman, includes the ancient city of Qalhat, surrounded by inner and outer walls, as well as areas beyond the ramparts where necropolises are located. The city developed as a major port on the east coast of Arabia between the 11th and 15th centuries CE, during the reign of the Hormuz princes. The Ancient City bears unique archaeological testimony to the trade links between the east coast of Arabia, East Africa, India, China and South-East Asia. "
138,Archaeological Ruins at Moenjodaro,Asia and the Pacific,Pakistan,"Lat: 27.32916667, Lon: 68.13888889",1980,0,,,Cultural,240,pk,pak," The ruins of the huge city of Moenjodaro &ndash; built entirely of unbaked brick in the 3rd millennium B.C. &ndash; lie in the Indus valley. The acropolis, set on high embankments, the ramparts, and the lower town, which is laid out according to strict rules, provide evidence of an early system of town planning. "
139,Taxila,Asia and the Pacific,Pakistan,"Lat: 33.77916667, Lon: 72.8875",1980,0,,,Cultural,0,pk,pak," From the ancient Neolithic tumulus of Saraikala to the ramparts of Sirkap (2nd century B.C.) and the city of Sirsukh (1st century A.D.), Taxila illustrates the different stages in the development of a city on the Indus that was alternately influenced by Persia, Greece and Central Asia and which, from the 5th century B.C. to the 2nd century A.D., was an important Buddhist centre of learning. "
140,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Asia and the Pacific,Pakistan,"Lat: 34.32083333, Lon: 71.94583333",1980,0,,,Cultural,0,pk,pak," The Buddhist monastic complex of Takht-i-Bahi (Throne of Origins) was founded in the early 1st century. Owing to its location on the crest of a high hill, it escaped successive invasions and is still exceptionally well preserved. Nearby are the ruins of Sahr-i-Bahlol, a small fortified city dating from the same period. "
143,"Historical Monuments at Makli, Thatta",Asia and the Pacific,Pakistan,"Lat: 24.76666667, Lon: 67.9",1981,0,,,Cultural,0,pk,pak," The capital of three successive dynasties and later ruled by the Mughal emperors of Delhi, Thatta was constantly embellished from the 14th to the 18th century. The remains of the city and its necropolis provide a unique view of civilization in Sind. "
171,Fort and Shalamar Gardens in Lahore,Asia and the Pacific,Pakistan,"Lat: 31.59027778, Lon: 74.30972222",1981,0,,2012,Cultural,0,pk,pak," These are two masterpieces from the time of the brilliant Mughal civilization, which reached its height during the reign of the Emperor Shah Jahan. The fort contains marble palaces and mosques decorated with mosaics and gilt. The elegance of these splendid gardens, built near the city of Lahore on three terraces with lodges, waterfalls and large ornamental ponds, is unequalled. "
586,Rohtas Fort,Asia and the Pacific,Pakistan,"Lat: 32.9625, Lon: 73.58888889",1997,0,,,Cultural,0,pk,pak," Following his defeat of the Mughal emperor Humayun in 1541, Sher Shah Suri built a strong fortified complex at Rohtas, a strategic site in the north of what is now Pakistan. It was never taken by storm and has survived intact to the present day. The main fortifications consist of the massive walls, which extend for more than 4 km; they are lined with bastions and pierced by monumental gateways. Rohtas Fort, also called Qila Rohtas, is an exceptional example of early Muslim military architecture in Central and South Asia. "
1386,Rock Islands Southern Lagoon,Asia and the Pacific,Palau,"Lat: 7.246925, Lon: 134.3525",2012,0,,,Mixed,100200,pw,plw," Rock Islands Southern Lagoon covers 100,200&nbsp;ha and includes 445 uninhabited limestone islands of volcanic origin. Many of them display unique mushroom-like shapes in turquoise lagoons surrounded by coral reefs. The aesthetic beauty of the site is heightened by a complex reef system featuring over 385 coral species and different types of habitat. They sustain a large diversity of plants, birds and marine life including dugong and at least thirteen shark species. The site harbours the highest concentration of marine lakes anywhere, isolated bodies of seawater separated from the ocean by land barriers. They are among the islands&rsquo; distinctive features and sustain high endemism of populations which continue to yield new species discoveries. The remains of stonework villages, as well as burial sites and rock art, bear testimony to the organization of small island communities over some three millennia. The abandonment of the villages in the 17th and 18th centuries illustrates the consequences of climate change, population growth and subsistence behaviour on a society living in a marginal marine environment. "
1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Arab States,Palestine,"Lat: 31.70435278, Lon: 35.2075",2012,0,,2019,Cultural,2.98,ps,pal," The inscribed property is situated 10 km south of Jerusalem on the site identified by Christian tradition as the birthplace of Jesus since the 2nd century. A church was first completed there in ad 339 and the edifice that replaced it after a fire in the 6th century retains elaborate floor mosaics from the original building. The site also includes Latin, Greek Orthodox, Franciscan and Armenian convents and churches, as well as bell towers, terraced gardens and a pilgrimage route. "
1492,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",Arab States,Palestine,"Lat: 31.71972222, Lon: 35.13055556",2014,1,2014,,Cultural,348.83,ps,pal," This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as <em>widian</em>, with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir. "
1565,Hebron/Al-Khalil Old Town,Arab States,Palestine,"Lat: 31.52416667, Lon: 35.10888889",2017,1,2017,,Cultural,20.6,ps,pal," The use of a local limestone shaped the construction of the old town of Hebron/Al-Khalil during the Mamluk period between 1250 and 1517. The centre of interest of the town was the site of Al-Ibrahimi Mosque/The tomb of the Patriarchs whose buildings are in a compound built in the 1st century AD to protect the tombs of the patriarch Abraham/Ibrahim and his family. This place became a site of pilgrimage for the three monotheistic religions: Judaism, Christianity and Islam. The town was sited at the crossroads of trade routes for caravans travelling between southern Palestine, Sinai, Eastern Jordan and the north of the Arabian Peninsula. Although the subsequent Ottoman Period (1517-1917) heralded an extension of the town to the surrounding areas and brought numerous architectural additions, particularly the raising of the roof level of houses to provide more upper stories, the overall Mamluk morphology of the town is seen to have persisted with its hierarchy of areas, quarters based on ethnic, religious or professional groupings, and houses with groups of rooms organized according to a tree-shaped system. "
135,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Latin America and the Caribbean,Panama,"Lat: 9.553888889, Lon: -79.65583333",1980,1,2012,,Cultural,0,pa,pan," Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade. "
159,Darien National Park,Latin America and the Caribbean,Panama,"Lat: 7.736111111, Lon: -77.54722222",1981,0,,,Natural,579000,pa,pan," Forming a bridge between the two continents of the New World, Darien National Park contains an exceptional variety of habitats – sandy beaches, rocky coasts, mangroves, swamps, and lowland and upland tropical forests containing remarkable wildlife. Two Indian tribes live in the park. "
790,Archaeological Site of Panamá Viejo and Historic District of Panamá,Latin America and the Caribbean,Panama,"Lat: 8.951111111, Lon: -79.54055556",1997,0,,,Cultural,57.4,pa,pan," Founded in 1519 by the conquistador Pedrarías Dávila, Panamá Viejo is the oldest European settlement on the Pacific coast of the Americas. It was laid out on a rectilinear grid and marks the transference from Europe of the idea of a planned town. Abandoned in the mid-17th century, it was replaced by a ‘new town’ (the ‘Historic District’), which has also preserved its original street plan, its architecture and an unusual mixture of Spanish, French and early American styles. The Salón Bolívar was the venue for the unsuccessful attempt made by <em>El Libertador</em> in 1826 to establish a multinational continental congress. "
1138,Coiba National Park and its Special Zone of Marine Protection,Latin America and the Caribbean,Panama,"Lat: 7.433, Lon: -81.766",2005,0,,,Natural,270125,pa,pan," Coiba National Park, off the southwest coast of Panama, protects Coiba Island, 38 smaller islands and the surrounding marine areas within the Gulf of Chiriqui. Protected from the cold winds and effects of El Ni&ntilde;o, Coiba&rsquo;s Pacific tropical moist forest maintains exceptionally high levels of endemism of mammals, birds and plants due to the ongoing evolution of new species. It is also the last refuge for a number of threatened animals such as the crested eagle. The property is an outstanding natural laboratory for scientific research and provides a key ecological link to the Tropical Eastern Pacific for the transit and survival of pelagic fish and marine mammals. "
887,Kuk Early Agricultural Site,Asia and the Pacific,Papua New Guinea,"Lat: -5.783711111, Lon: 144.3317222",2008,0,,,Cultural,116,pg,png," Kuk Early Agricultural Site consists of 116 ha of swamps in the western highlands of New Guinea 1,500 metres above sea-level. Archaeological excavation has revealed the landscape to be one of wetland reclamation worked almost continuously for 7,000, and possibly for 10,000 years. It contains well-preserved archaeological remains demonstrating the technological leap which transformed plant exploitation to agriculture around 6,500 years ago. It is an excellent example of transformation of agricultural practices over time, from cultivation mounds to draining the wetlands through the digging of ditches with wooden tools. Kuk is one of the few places in the world where archaeological evidence suggests independent agricultural development and changes in agricultural practice over such a long period of time. "
